time_period,rainfall,mean_temperature,disease_cases,location
2024-02-23,20.907253065255688,28.687959222540226,20,Finnmark
2024-02-24,16.973840011219142,32.20475372834478,20,Finnmark
2024-02-25,23.843745658127652,29.641307300120562,24,Finnmark
2024-02-26,13.382346721598987,24.809682658703203,18,Finnmark
2024-02-27,16.14693913034318,27.30368285425261,18,Finnmark
2024-02-28,13.809428913290233,30.403585048860556,19,Finnmark
2024-02-29,15.768258094139535,29.357171306903577,20,Finnmark
2024-03-01,29.108984563958973,28.835866548010415,26,Finnmark
2024-03-02,14.04278152980988,28.006364773960634,18,Finnmark
2024-03-03,5.951690641663662,27.553971958629187,14,Finnmark
2024-03-04,13.673863232935927,25.868366525253844,18,Finnmark
2024-03-05,80.02194281133217,27.05580114987536,49,Finnmark
2024-03-06,100.83977909593669,31.003267377362995,73,Finnmark
2024-03-07,68.55508289837123,29.466238319520222,65,Finnmark
2024-03-08,52.6908547785766,28.000628126532803,55,Finnmark
2024-03-09,68.23185896257601,33.12923344609229,55,Finnmark
2024-03-10,56.50386400253649,28.111399771842244,48,Finnmark
2024-03-11,56.54624652704802,27.334937211752013,49,Finnmark
2024-03-12,80.21090318278239,29.217908409246427,63,Finnmark
2024-03-13,93.71872735198275,28.9347937452438,65,Finnmark
2024-03-14,47.23389282693934,27.36318797115234,46,Finnmark
2024-03-15,73.40475571327808,27.533301926486264,53,Finnmark
2024-03-16,67.51230430779185,31.062569747921422,53,Finnmark
2024-03-17,71.86734829754539,30.519110309240865,57,Finnmark
2024-03-18,83.72271743048714,28.045933500653735,67,Finnmark
2024-03-19,56.52672203544224,27.04957424772359,54,Finnmark
2024-03-20,39.75795952309706,31.640138366980082,47,Finnmark
2024-03-21,84.1775989909036,29.47959648926958,63,Finnmark
2024-03-22,12.584792516506667,30.547431331117586,31,Finnmark
2024-03-23,58.16363631863065,30.542059250934912,44,Finnmark
2024-03-24,70.73386518629995,28.70736902204121,51,Finnmark
2024-03-25,41.705566913836094,30.047706993506495,45,Finnmark
2024-03-26,95.3076815354657,25.90424315908978,65,Finnmark
2024-03-27,91.46119161020906,28.98690524552909,70,Finnmark
2024-03-28,64.55216058180432,31.162931297342524,55,Finnmark
2024-03-29,94.377363966753,29.33432338571813,66,Finnmark
2024-03-30,51.29081191432962,31.786596597586698,55,Finnmark
2024-03-31,69.38446511958473,28.21509276198937,55,Finnmark
2024-04-01,103.34086459077949,26.90642476190647,73,Finnmark
2024-04-02,71.85401193625557,26.62848887363006,60,Finnmark
2024-04-03,86.65831777791452,31.08123688918241,66,Finnmark
2024-04-04,51.50172361099942,29.039298292118467,51,Finnmark
2024-04-05,59.93579963637413,26.20989205493001,49,Finnmark
2024-04-06,101.27369345236559,29.849807665441617,70,Finnmark
2024-04-07,55.967006307839355,28.94846886934446,55,Finnmark
2024-04-08,70.67148696178715,27.468275448693383,53,Finnmark
2024-04-09,84.86959221758552,29.754613972520517,63,Finnmark
2024-04-10,75.86482989956002,29.4491568554313,58,Finnmark
2024-04-11,44.31115956277967,28.062365441768527,44,Finnmark
2024-04-12,43.1122457454125,30.756276855128892,39,Finnmark
2024-04-13,56.95941791990023,28.672458384503837,48,Finnmark
2024-04-14,57.85394609122138,27.279860116187354,52,Finnmark
2024-04-15,82.20973500574378,26.96791139581855,64,Finnmark
2024-04-16,82.80004800307466,33.188204881498876,63,Finnmark
2024-04-17,68.52901871474839,29.848443994264446,59,Finnmark
2024-04-18,72.47763692404305,29.381201135957834,58,Finnmark
2024-04-19,45.39234682080503,29.99738745321695,50,Finnmark
2024-04-20,51.542333802755046,24.41565303223377,49,Finnmark
2024-04-21,102.61752029413543,30.941910755151355,71,Finnmark
2024-04-22,65.52561767543274,28.44528334074894,55,Finnmark
2024-04-23,56.51228187165232,30.02892337878857,52,Finnmark
2024-04-24,83.97684933657546,27.21330435929654,67,Finnmark
2024-04-25,64.13619786487115,27.80374979460074,51,Finnmark
2024-04-26,67.53674356524695,30.57656296736613,53,Finnmark
2024-04-27,32.143136455088666,27.13901625681894,41,Finnmark
2024-04-28,49.3616613800071,27.527940807177508,50,Finnmark
2024-04-29,81.8108463418861,26.510841716853626,61,Finnmark
2024-04-30,43.03360817908282,28.375503852901772,44,Finnmark
2024-05-01,108.83932070628103,29.239903379637294,70,Finnmark
2024-05-02,77.87562103896653,27.647402147726595,63,Finnmark
2024-05-03,71.53401819800436,26.686616239884923,61,Finnmark
2024-05-04,82.49572311201209,26.246986032263973,65,Finnmark
2024-05-05,125.29353039122918,28.25824691395873,82,Finnmark
2024-05-06,54.723110152839574,28.97027047020448,52,Finnmark
2024-05-07,56.93762663498422,27.7501810591851,51,Finnmark
2024-05-08,67.73883979456888,25.74046041476758,55,Finnmark
2024-05-09,60.52531550590713,24.941623245583248,50,Finnmark
2024-05-10,58.533461562825316,28.8333175416383,47,Finnmark
2024-05-11,60.65985513429365,30.026618179809155,53,Finnmark
2024-05-12,56.8542711840271,27.613816949835815,54,Finnmark
2024-05-13,92.42256529246795,27.289818467810427,71,Finnmark
2024-05-14,91.07871272384862,26.15383702398653,68,Finnmark
2024-05-15,55.054916089510264,25.85123740128317,54,Finnmark
2024-05-16,87.781826338813,26.859000131674204,65,Finnmark
2024-05-17,35.35521490132752,27.531527408928124,43,Finnmark
2024-05-18,57.11423889592479,26.52874029866506,53,Finnmark
2024-05-19,44.2721783744319,30.265463962527377,41,Finnmark
2024-05-20,92.91200080414878,26.983417247016195,62,Finnmark
2024-05-21,24.091757458483144,27.165975124218438,33,Finnmark
2024-05-22,69.69334554730764,25.27809067948872,47,Finnmark
2024-05-23,100.11045621977073,26.978928827225396,60,Finnmark
2024-05-24,67.45775839984,25.596372895284095,50,Finnmark
2024-05-25,73.48697694677854,22.804333012961315,49,Finnmark
2024-05-26,44.739070597217335,25.146069743316843,35,Finnmark
2024-05-27,92.73660199854295,26.44434519346953,60,Finnmark
2024-05-28,85.3483206130278,26.726160573462437,55,Finnmark
2024-05-29,66.15876256432338,23.333212460085182,46,Finnmark
2024-05-30,93.32299198366573,25.393616780470122,60,Finnmark
2024-05-31,40.342715326395805,23.632447691724824,39,Finnmark
2024-06-01,73.86887102141776,29.99033061223084,50,Finnmark
2024-06-02,78.4587619637046,25.749402480313176,52,Finnmark
2024-06-03,97.52134184469624,25.315975951799736,61,Finnmark
2024-06-04,49.44289090635761,23.528764431878084,39,Finnmark
2024-06-05,26.422343472669215,24.821846496678383,28,Finnmark
2024-06-06,81.70838549406274,26.153585586996282,51,Finnmark
2024-06-07,75.09054760012172,26.29395160141838,50,Finnmark
2024-06-08,51.24554923609115,28.02191245237738,41,Finnmark
2024-06-09,48.95827854197678,23.066356858216917,37,Finnmark
2024-06-10,71.26194428561561,27.267354199711797,49,Finnmark
2024-06-11,20.380312928556474,19.002338275366604,25,Finnmark
2024-06-12,13.960396639053268,26.296514512907443,19,Finnmark
2024-06-13,14.259312636769224,28.061217698637623,18,Finnmark
2024-06-14,9.877647533205554,26.57794335833593,16,Finnmark
2024-06-15,14.213896181853887,24.802240376213618,20,Finnmark
2024-06-16,6.565058083301157,24.725034470832316,15,Finnmark
2024-06-17,13.096234001975972,23.20718301542253,15,Finnmark
2024-06-18,12.495642908469817,24.398959756209123,16,Finnmark
2024-06-19,19.308605116006753,24.801335993784644,24,Finnmark
2024-06-20,8.043406560773784,24.392014524161393,20,Finnmark
2024-06-21,21.15789074734427,26.159202397642588,27,Finnmark
2024-06-22,5.548748768947956,23.175212452251344,23,Finnmark
2024-06-23,13.44649338128368,24.277427311435567,28,Finnmark
2024-06-24,22.090727832327637,24.45862687680333,32,Finnmark
2024-06-25,19.60839211188515,23.86287208940054,25,Finnmark
2024-06-26,30.016665778391534,21.63151447811091,32,Finnmark
2024-06-27,20.14132714510835,27.002310153723325,26,Finnmark
2024-06-28,17.302767386639132,23.238507160080008,29,Finnmark
2024-06-29,22.274180002466114,24.269455352688453,29,Finnmark
2024-06-30,24.75494228274711,26.28243929468646,34,Finnmark
2024-07-01,23.00310111487549,25.563134543638274,29,Finnmark
2024-07-02,16.048883362273546,20.22001791052797,22,Finnmark
2024-07-03,11.117471783808362,24.77385775611257,16,Finnmark
2024-07-04,18.789060024176685,18.543078491510187,30,Finnmark
2024-07-05,17.07777826414848,23.93530818523896,25,Finnmark
2024-07-06,17.828942121010872,21.981211906985294,24,Finnmark
2024-07-07,17.51770991269303,23.69161417264536,21,Finnmark
2024-07-08,13.412429459023235,24.647979349208732,25,Finnmark
2024-07-09,8.516434572096568,21.640982403828435,26,Finnmark
2024-07-10,17.68550468600062,23.76846340035036,24,Finnmark
2024-07-11,13.232327345777975,22.025588458152548,23,Finnmark
2024-07-12,22.650832536905384,21.07861952983662,28,Finnmark
2024-07-13,17.90471908843981,24.13041989287905,27,Finnmark
2024-07-14,12.61540167410654,21.971741098987312,27,Finnmark
2024-07-15,23.321030579802134,22.645018875161096,26,Finnmark
2024-07-16,11.212634318794647,24.481774428240723,26,Finnmark
2024-07-17,17.71807672776049,20.83222869716077,28,Finnmark
2024-07-18,19.68584073887207,23.027393164115164,29,Finnmark
2024-07-19,18.665364609077752,22.781399483956708,32,Finnmark
2024-07-20,11.581269882150062,18.72587491809566,25,Finnmark
2024-07-21,23.944368433226384,22.390183787480556,26,Finnmark
2024-07-22,35.590625657379306,24.07010532904448,36,Finnmark
2024-07-23,24.573301799704414,21.7937830909687,29,Finnmark
2024-07-24,16.874187423866623,20.244385032873826,29,Finnmark
2024-07-25,14.920720246528962,21.371127304098575,29,Finnmark
2024-07-26,23.964758947864166,20.530322910570874,33,Finnmark
2024-07-27,10.411820979030544,17.965399617291432,25,Finnmark
2024-07-28,20.101875477644032,20.693443912177596,27,Finnmark
2024-07-29,21.542367831054978,22.023759484877548,26,Finnmark
2024-07-30,8.839087568974895,20.836850403160433,20,Finnmark
2024-07-31,14.903704251542464,19.41245439428071,17,Finnmark
2024-08-01,13.300339869584691,23.430903695133477,22,Finnmark
2024-08-02,13.085889617471675,19.329696558637902,21,Finnmark
2024-08-03,10.261614784212167,22.844662071036186,18,Finnmark
2024-08-04,19.350846076049034,24.691337633803187,22,Finnmark
2024-08-05,16.956904513863524,21.309947540259117,22,Finnmark
2024-08-06,12.38748600646378,18.668504678018095,24,Finnmark
2024-08-07,8.207505351386812,20.809031243923688,18,Finnmark
2024-08-08,13.55851940231847,19.248210715090696,18,Finnmark
2024-08-09,22.825042740997386,19.787609777205873,32,Finnmark
2024-08-10,34.82780528446918,20.528167590205157,31,Finnmark
2024-08-11,23.537132099830597,22.084804473062604,28,Finnmark
2024-08-12,21.805971840740668,21.187884213275524,28,Finnmark
2024-08-13,15.140856521498057,21.635638751917927,23,Finnmark
2024-08-14,15.15329695905492,23.851702522349303,28,Finnmark
2024-08-15,17.684444714177264,19.60483254206292,24,Finnmark
2024-08-16,13.7141254033797,21.49707864396575,22,Finnmark
2024-08-17,22.921060709116627,22.684349181723086,24,Finnmark
2024-08-18,5.0864180574087055,21.821203022275093,23,Finnmark
2024-08-19,21.962856184357555,21.779641986124105,29,Finnmark
2024-08-20,10.942751858359184,18.0201112491999,18,Finnmark
2024-08-21,9.816752852423498,19.628051320672387,20,Finnmark
2024-08-22,11.899809463795933,20.044628758318478,21,Finnmark
2024-08-23,8.370980805495158,19.29025242499457,22,Finnmark
2024-08-24,10.262629469954792,21.610172222867824,22,Finnmark
2024-08-25,19.439285451368846,16.455678354888697,25,Finnmark
2024-08-26,18.808768913409182,21.56755015969715,24,Finnmark
2024-08-27,11.633950277537497,19.977439764903494,31,Finnmark
2024-08-28,19.350670638679563,18.709432598830816,28,Finnmark
2024-08-29,11.232080931424937,19.120796269565332,25,Finnmark
2024-08-30,29.923513805490504,18.69962122987602,37,Finnmark
2024-08-31,13.763632393607153,18.608056119211337,25,Finnmark
2024-09-01,19.480870410992985,17.0961551151115,29,Finnmark
2024-09-02,15.106850736420732,20.626279899499828,27,Finnmark
2024-09-03,13.555424212189045,19.19642672524675,26,Finnmark
2024-09-04,17.41487437591006,22.441425952891954,30,Finnmark
2024-09-05,12.907023876688028,19.388319422936533,29,Finnmark
2024-09-06,20.600262052491534,18.854201234482478,27,Finnmark
2024-09-07,32.72209222367624,19.937524402645632,32,Finnmark
2024-09-08,10.423507429289444,19.473363986646646,26,Finnmark
2024-09-09,8.95271329077846,19.521926367167033,24,Finnmark
2024-09-10,23.582543536219227,16.70877530966242,29,Finnmark
2024-09-11,9.917818937747999,16.798079172301346,31,Finnmark
2024-09-12,12.146172915095137,22.86147117238313,33,Finnmark
2024-09-13,14.542029034901883,22.650783463665665,25,Finnmark
2024-09-14,30.48730457584039,22.83941913334828,38,Finnmark
2024-09-15,23.459386020871378,19.209065015006452,28,Finnmark
2024-09-16,12.411094052415406,21.744654787269383,20,Finnmark
2024-09-17,20.89201483558989,19.3612515423066,26,Finnmark
2024-09-18,14.585544810866718,18.909216686884758,24,Finnmark
2024-09-19,15.438735326393783,18.28805578948407,27,Finnmark
2024-09-20,9.077889981214208,20.190895937195705,26,Finnmark
2024-09-21,13.531090761578547,15.889367641091301,23,Finnmark
2024-09-22,15.466668174699258,19.494901964189566,22,Finnmark
2024-09-23,19.104759367844007,18.17748522869457,22,Finnmark
2024-09-24,21.077731277851413,17.76850554807204,25,Finnmark
2024-09-25,18.36833010275144,15.883367326894787,29,Finnmark
2024-09-26,16.657592166927575,18.009691219302393,25,Finnmark
2024-09-27,18.260537042774416,18.981925052247558,25,Finnmark
2024-09-28,15.702598458319624,17.918155879607927,24,Finnmark
2024-09-29,7.900082479701018,22.157466778213312,25,Finnmark
2024-09-30,25.874562779199078,16.438736485329372,26,Finnmark
2024-10-01,20.33789754415892,15.790512801457966,25,Finnmark
2024-10-02,9.165906132250342,20.566167185850293,21,Finnmark
2024-10-03,7.740346030265559,22.282127611071893,17,Finnmark
2024-10-04,20.517518536652624,21.92429887741334,23,Finnmark
2024-10-05,21.092362644285608,18.275010004912076,25,Finnmark
2024-10-06,12.7893875813624,19.322656426437305,23,Finnmark
2024-10-07,13.51179562799836,21.986652252871398,29,Finnmark
2024-10-08,10.784067517635174,20.417613336598155,29,Finnmark
2024-10-09,18.531209765010722,17.167383048163536,27,Finnmark
2024-10-10,12.698544029816741,17.919780761553923,22,Finnmark
2024-10-11,12.008042278116605,18.322049244323182,23,Finnmark
2024-10-12,10.274957417283046,21.215195521600055,25,Finnmark
2024-10-13,8.535449492034854,18.617921217358838,22,Finnmark
2024-10-14,14.338797440929067,17.82560495159943,25,Finnmark
2024-10-15,9.663245306311929,21.92343900920546,22,Finnmark
2024-10-16,15.702134215035308,18.80102454714054,20,Finnmark
2024-10-17,5.018184772767269,20.065616675329963,27,Finnmark
2024-10-18,24.132604668062694,21.538086188390853,27,Finnmark
2024-10-19,13.952125319486196,21.223230807299927,28,Finnmark
2024-10-20,11.006971477710902,19.183980597473482,23,Finnmark
2024-10-21,14.493151291465757,22.34139940859915,24,Finnmark
2024-10-22,13.380803363910351,19.75116813402254,20,Finnmark
2024-10-23,29.699082942253202,18.547457903487636,23,Finnmark
2024-10-24,20.505454038224876,17.67491947250194,28,Finnmark
2024-10-25,10.344297012632678,21.422886480590986,22,Finnmark
2024-10-26,13.670984050697799,17.842325788970964,22,Finnmark
2024-10-27,17.318521290174026,20.077792484056637,28,Finnmark
2024-10-28,11.067869945896678,24.67065099618448,25,Finnmark
2024-10-29,13.245102943410386,21.498239850471027,26,Finnmark
2024-10-30,21.338325671969795,19.385736857614553,24,Finnmark
2024-10-31,14.042527937032816,19.237847843218898,24,Finnmark
2024-11-01,14.411178315228462,20.591263011759974,25,Finnmark
2024-11-02,24.291154238983736,23.22186377179208,30,Finnmark
2024-11-03,20.249665938463146,20.99071850775633,29,Finnmark
2024-11-04,19.258199443830254,19.090645727032587,26,Finnmark
2024-11-05,58.140083919526425,20.9288697433347,43,Finnmark
2024-11-06,80.64875577741863,17.475937750208068,58,Finnmark
2024-11-07,88.86614627568012,20.795009680282394,65,Finnmark
2024-11-08,53.08421426568187,20.74515864488066,47,Finnmark
2024-11-09,74.7384838677489,20.114544226199108,55,Finnmark
2024-11-10,77.95373324647188,19.768623811067233,58,Finnmark
2024-11-11,44.904158176181696,22.105150032962325,47,Finnmark
2024-11-12,57.061296089383575,20.482167890798713,46,Finnmark
2024-11-13,62.71975603819289,20.95339917470317,45,Finnmark
2024-11-14,68.34288698462467,17.545919158557595,46,Finnmark
2024-11-15,77.55110450401861,19.391986925005998,50,Finnmark
2024-11-16,77.74190586503248,21.894562369624104,51,Finnmark
2024-11-17,47.30595050710282,20.744557542461074,37,Finnmark
2024-11-18,30.859726253638467,19.642737359134664,29,Finnmark
2024-11-19,47.80152550390223,21.81622686071786,34,Finnmark
2024-11-20,81.74591566965509,22.357733090415405,52,Finnmark
2024-11-21,55.571140495474026,23.279290742759557,42,Finnmark
2024-11-22,85.0846574513486,21.02010612249986,51,Finnmark
2024-11-23,115.27750380867202,17.368049722912794,68,Finnmark
2024-11-24,78.0035861594629,21.789899880982283,55,Finnmark
2024-11-25,79.79020904038438,18.75403467727689,54,Finnmark
2024-11-26,72.2401331181341,21.053017277021056,50,Finnmark
2024-11-27,97.18179464845414,24.7416877150348,61,Finnmark
2024-11-28,90.77794783975503,20.81335081765128,58,Finnmark
2024-11-29,80.09691705791842,24.12773409019048,53,Finnmark
2024-11-30,99.54591111542373,20.77963229087537,60,Finnmark
2024-12-01,68.73161881124369,22.069616366614145,49,Finnmark
2024-12-02,61.520982663219826,22.33747960445489,46,Finnmark
2024-12-03,41.64552507724516,21.54628409174453,34,Finnmark
2024-12-04,55.545552058132614,21.519805833589803,40,Finnmark
2024-12-05,69.96960840802014,19.317101621515324,48,Finnmark
2024-12-06,54.00088338692897,25.807490709407677,39,Finnmark
2024-12-07,78.46582467168628,22.419455329343776,49,Finnmark
2024-12-08,93.53334624779279,20.360152266850204,56,Finnmark
2024-12-09,66.29044788890882,23.7033225242223,44,Finnmark
2024-12-10,46.86434308164278,22.766392610976585,38,Finnmark
2024-12-11,80.31570437529,20.25660562422506,53,Finnmark
2024-12-12,88.92095459202359,20.588836184751905,57,Finnmark
2024-12-13,63.86664753001915,21.488000882757326,48,Finnmark
2024-12-14,74.5983110679047,22.259326867558027,53,Finnmark
2024-12-15,63.49956461645046,19.98447758410557,44,Finnmark
2024-12-16,78.41873471752797,23.740544750084165,51,Finnmark
2024-12-17,76.70595318412465,20.32499246720832,48,Finnmark
2024-12-18,57.77630293446845,21.752946957162255,41,Finnmark
2024-12-19,62.76166527631199,27.786592210773346,46,Finnmark
2024-12-20,36.44813864880708,23.775228880990273,31,Finnmark
2024-12-21,101.36694747106812,23.480691363087086,60,Finnmark
2024-12-22,52.969448643826965,24.569904151826208,41,Finnmark
2024-12-23,73.74702138502204,20.723998765396892,48,Finnmark
2024-12-24,20.437669814626656,24.095494134222168,23,Finnmark
2024-12-25,14.000293532436086,27.43389832683632,18,Finnmark
2024-12-26,11.683079606454573,20.98503575328634,16,Finnmark
2024-12-27,24.036623120945116,21.293992943645023,24,Finnmark
2024-12-28,13.116642063993128,23.019944457202843,17,Finnmark
2024-12-29,20.039399555567904,24.179735758152205,21,Finnmark
2024-12-30,10.282578925363598,20.625110859603833,12,Finnmark
2024-12-31,23.57857868029521,25.598236469045062,20,Finnmark
2025-01-01,22.192637719456034,24.730480098480037,23,Finnmark
2025-01-02,11.151423781439515,22.12842526703488,17,Finnmark
2025-01-03,9.321740979595345,26.683966390755565,16,Finnmark
2025-01-04,13.561619875825926,20.412477208875366,17,Finnmark
2025-01-05,10.57662153437518,23.980519841373376,18,Finnmark
2025-01-06,11.40119711263894,26.353048114491845,17,Finnmark
2025-01-07,6.094442358122935,26.062238302878967,13,Finnmark
2025-01-08,15.340423952281977,23.00652516251487,15,Finnmark
2025-01-09,13.409616002000762,24.215790413192202,16,Finnmark
2025-01-10,6.466186951306927,28.77237950677727,15,Finnmark
2025-01-11,4.887030800918286,23.36934730487645,14,Finnmark
2025-01-12,12.557628243313745,25.961498795947648,15,Finnmark
2025-01-13,14.572463644691936,24.519286090120616,15,Finnmark
2025-01-14,19.25685966929141,24.814939574914362,18,Finnmark
2025-01-15,20.255930326263535,22.459388418268514,20,Finnmark
2025-01-16,25.81543187508389,22.269610295607997,20,Finnmark
2025-01-17,11.256295857724304,27.74653604333426,19,Finnmark
2025-01-18,10.267291219042129,26.732006563315583,18,Finnmark
2025-01-19,23.526601511458786,25.949051017014263,20,Finnmark
2025-01-20,12.74127325572246,27.209052526298183,17,Finnmark
2025-01-21,9.271004572151707,24.95165383197624,15,Finnmark
2025-01-22,18.505309917421577,28.3001699662149,19,Finnmark
2025-01-23,25.48120215855217,27.31786393628207,24,Finnmark
2025-01-24,12.382728909767774,29.793524266871902,18,Finnmark
2025-01-25,6.608289182220089,28.782152783418127,16,Finnmark
2025-01-26,9.885094930248442,26.311318755022164,15,Finnmark
2025-01-27,6.762306152378443,26.453789478188256,14,Finnmark
2025-01-28,20.84174031437428,27.452539762276345,25,Finnmark
2025-01-29,13.443140628433557,24.940318392412877,18,Finnmark
2025-01-30,8.650549330546218,23.10366069430947,15,Finnmark
2025-01-31,17.17932842257452,26.87606013387084,18,Finnmark
2025-02-01,27.997107255101195,28.346295719288648,26,Finnmark
2025-02-02,12.913792711423287,23.938472873000165,18,Finnmark
2025-02-03,15.76302620547183,27.58450799373051,19,Finnmark
2025-02-04,17.692673852092636,29.900305873118132,21,Finnmark
2025-02-05,13.283620720299872,29.267489559318424,18,Finnmark
2025-02-06,21.794201229444916,26.57816240706571,18,Finnmark
2025-02-07,21.052953622329976,25.9506036303824,19,Finnmark
2025-02-08,16.321901751152588,27.640400587916528,18,Finnmark
2025-02-09,26.105560738709734,29.023365323949776,23,Finnmark
2025-02-10,12.108216031894763,27.551339194075315,18,Finnmark
2025-02-11,7.256294882243214,27.001139442402447,14,Finnmark
2025-02-12,31.501072911128922,27.06033249522001,23,Finnmark
2025-02-13,6.394885595934285,28.506248829674096,16,Finnmark
2025-02-14,5.4927896885614516,24.99293971465391,15,Finnmark
2025-02-15,21.87857342533553,27.19620778476292,22,Finnmark
2025-02-16,21.512022257115223,27.789979834093064,24,Finnmark
2025-02-17,8.603964410128793,28.162146949078185,18,Finnmark
2025-02-18,18.40291169446177,29.010135803728225,21,Finnmark
2025-02-19,13.424508015523429,31.513180001198986,18,Finnmark
2025-02-20,30.6171236102265,28.90793684437041,26,Finnmark
2025-02-21,9.545496325645578,27.081603773237983,18,Finnmark
2025-02-22,25.23685770366163,27.241117483689465,26,Finnmark
2025-02-23,11.528218951363142,28.342584350818854,19,Finnmark
2025-02-24,5.221546894354302,28.400768993729695,16,Finnmark
2025-02-25,25.587666484693152,27.970132442914007,22,Finnmark
2025-02-26,11.172089311322143,31.994124397712483,19,Finnmark
2025-02-27,16.108077917426932,29.572815704646708,20,Finnmark
2025-02-28,15.56478669854047,28.116029204049116,21,Finnmark
2025-03-01,14.074494822778263,29.592255906815215,18,Finnmark
2025-03-02,17.137518407802325,31.071471651622318,22,Finnmark
2025-03-03,9.696022282384819,31.691490739904424,18,Finnmark
2025-03-04,86.0862422934214,27.820833160241015,51,Finnmark
2025-03-05,82.16398623052645,29.77429414248875,62,Finnmark
2025-03-06,84.15423582186624,29.021462163822672,68,Finnmark
2025-03-07,68.14546379112979,29.26013433748208,63,Finnmark
2025-03-08,41.439278159935355,25.728295527847564,37,Finnmark
2025-03-09,94.57074442411653,26.09909492140587,62,Finnmark
2025-03-10,58.384030463354385,29.918395818650573,57,Finnmark
2025-03-11,60.699729318101696,28.351207364671907,52,Finnmark
2025-03-12,42.310525215208685,31.706130873956106,43,Finnmark
2025-03-13,61.07011397804192,25.907058900329794,56,Finnmark
2025-03-14,41.69737868723209,31.088490281649356,47,Finnmark
2025-03-15,90.02316233655728,27.248518405216032,63,Finnmark
2025-03-16,42.347874058932675,29.198993620969365,49,Finnmark
2025-03-17,54.95675160265966,27.013031117049323,47,Finnmark
2025-03-18,68.38751290062031,28.597247596004497,49,Finnmark
2025-03-19,69.50590763628198,29.878371304756964,57,Finnmark
2025-03-20,37.35227752638076,27.226762257211128,42,Finnmark
2025-03-21,64.39589832442374,27.399507738051412,54,Finnmark
2025-03-22,90.00088859827754,29.553033167707916,71,Finnmark
2025-03-23,74.57857128914263,30.984195771559346,65,Finnmark
2025-03-24,99.7220138449381,29.015909638558746,73,Finnmark
2025-03-25,87.82477067875887,31.901243608816273,70,Finnmark
